 2.4400000000000000e+03, 2.2031839224134801e+04, 2.1500000000000000e-03,   20,   20,    1, 0.0000000000000000e+00, 0.0000000000000e+00                                                                                                            
    1,    0, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    1,    1, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00, 0.0000000000000000e+00             
    2,    0,-2.2515227554659229e-05, 0.0000000000000000e+00, 3.1500000000000001e-09, 0.0000000000000000e+00             
    2,    1,-2.3659277664396361e-08,-2.5047867874547731e-09, 2.1799999999999999e-09, 2.0299999999999998e-09             
    2,    2, 1.2420384660699860e-05,-2.9508833118861251e-08, 2.3300000000000000e-09, 2.2200000000000002e-09             
    3,    0,-4.4998507127741634e-06, 0.0000000000000000e+00, 7.1900000000000002e-09, 0.0000000000000000e+00             
    3,    1,-3.6209824560428129e-06,-2.6642219503784281e-06, 6.8200000000000000e-09, 5.9300000000000000e-09             
    3,    2, 7.9803443791581457e-07,-6.1784996785426791e-07, 5.3100000000000001e-09, 5.0000000000000001e-09             
    3,    3, 6.1845013948101377e-07, 1.7271218948445210e-06, 2.6799999999999998e-09, 2.5899999999999999e-09             
    4,    0,-6.4325275929520921e-06, 0.0000000000000000e+00, 1.8299999999999998e-08, 0.0000000000000000e+00             
    4,    1, 1.7279705907475871e-06, 3.3147545687356709e-06, 1.7400000000000000e-08, 1.5399999999999999e-08             
    4,    2, 2.2025218129042949e-06, 2.9441715097242420e-06, 1.2200000000000000e-08, 1.1700000000000001e-08             
    4,    3,-7.5733945643884376e-07, 1.3951061920046640e-06, 6.6199999999999999e-09, 6.5700000000000003e-09             
    4,    4,-7.5826212906998547e-08,-2.7754391068981308e-07, 3.7300000000000001e-09, 3.7700000000000000e-09             
    5,    0, 8.7884161060900157e-07, 0.0000000000000000e+00, 3.9799999999999999e-08, 0.0000000000000000e+00             
    5,    1, 6.8751933041778355e-07, 9.3914110521930442e-07, 3.8500000000000001e-08, 3.4599999999999999e-08             
    5,    2, 5.0478420447456069e-07, 6.2537783731987219e-07, 2.9000000000000002e-08, 2.8500000000000000e-08             
    5,    3, 9.1639338752812564e-07, 1.1205157982023410e-06, 1.9499999999999999e-08, 1.9200000000000000e-08             
    5,    4, 1.6048647982692380e-06,-1.0047531142487899e-06, 1.1700000000000001e-08, 1.1800000000000000e-08             
    5,    5, 1.5696676257959320e-06,-5.3049802547525163e-07, 5.2300000000000003e-09, 4.9900000000000003e-09             
    6,    0, 1.0012027925485150e-06, 0.0000000000000000e+00, 7.0000000000000005e-08, 0.0000000000000000e+00             
    6,    1, 6.3954068438375713e-07, 1.2313349299391520e-06, 6.8400000000000004e-08, 6.2999999999999995e-08             
    6,    2, 5.1755940120745630e-08, 6.1090057812428104e-07, 5.6099999999999999e-08, 5.5799999999999997e-08             
    6,    3, 4.9302913076079926e-07,-2.0731120889443509e-07, 4.3200000000000003e-08, 4.2900000000000000e-08             
    6,    4,-1.3189097107400129e-06,-8.0879707548845877e-07, 2.8800000000000000e-08, 2.9300000000000001e-08             
    6,    5, 2.2953828345611211e-06, 3.3302049616090701e-06, 1.6600000000000000e-08, 1.6600000000000000e-08             
    6,    6, 1.3962094445464280e-06,-1.6423208910679941e-06, 8.1599999999999999e-09, 7.9300000000000005e-09             
    7,    0, 6.7389951046181193e-08, 0.0000000000000000e+00, 9.6999999999999995e-08, 0.0000000000000000e+00             
    7,    1, 4.4983329810432650e-07,-6.8756011145726971e-07, 9.6200000000000001e-08, 9.1100000000000002e-08             
    7,    2,-2.0085017635004000e-06, 7.0838013090673097e-07, 8.4800000000000005e-08, 8.4800000000000005e-08             
    7,    3,-1.1436538252503390e-06, 9.1257466050326086e-07, 7.3000000000000005e-08, 7.2699999999999996e-08             
    7,    4,-3.3031766259858638e-07,-2.3680056507478159e-07, 5.5799999999999997e-08, 5.6699999999999998e-08             
    7,    5,-1.2492105134298999e-07, 2.9245158127452008e-06, 3.9300000000000001e-08, 3.9799999999999999e-08             
    7,    6, 1.0025841732973470e-08,-5.3441913330399395e-07, 2.5200000000000001e-08, 2.4200000000000002e-08             
    7,    7,-3.1468735585693980e-07,-1.5774844671354500e-08, 1.1100000000000000e-08, 1.1300000000000000e-08             
    8,    0,-1.5134180364811710e-06, 0.0000000000000000e+00, 1.0600000000000000e-07, 0.0000000000000000e+00             
    8,    1, 2.3746216617610001e-07, 1.8463481155357379e-07, 1.0600000000000000e-07, 1.0300000000000000e-07             
    8,    2,-1.4663798980417070e-07, 1.5163967491844869e-06, 9.9900000000000001e-08, 9.9999999999999995e-08             
    8,    3,-1.2367572509909101e-06, 8.9300491996638806e-07, 9.3499999999999997e-08, 9.3200000000000001e-08             
    8,    4,-7.9308508823958018e-07, 4.0354789354974417e-09, 8.1100000000000005e-08, 8.2100000000000001e-08             
    8,    5,-1.3741851504855380e-06,-1.0048010981285691e-06, 6.6800000000000003e-08, 6.7399999999999995e-08             
    8,    6, 5.3100184387189622e-07,-2.1636308547081439e-06, 5.1200000000000002e-08, 4.9500000000000000e-08             
    8,    7, 3.0121091106415312e-07,-4.8161939027144139e-08, 3.1699999999999999e-08, 3.2399999999999999e-08             
    8,    8,-1.0783132417429349e-06, 4.5070003859081020e-07, 1.6000000000000001e-08, 1.5700000000000002e-08             
    9,    0,-6.4819214379242683e-07, 0.0000000000000000e+00, 9.6200000000000001e-08, 0.0000000000000000e+00             
    9,    1, 1.7534871701649541e-07,-2.4676387533082719e-07, 9.6200000000000001e-08, 9.5500000000000002e-08             
    9,    2, 8.9015198535144081e-07, 1.0799894644713030e-06, 9.5000000000000004e-08, 9.5399999999999994e-08             
    9,    3,-2.9243892560537668e-07, 1.2207396105169011e-07, 9.3499999999999997e-08, 9.3299999999999995e-08             
    9,    4, 5.5603159504362548e-07, 1.3220383427602100e-07, 8.9500000000000001e-08, 8.9999999999999999e-08             
    9,    5,-2.7048702279091652e-07,-1.7989817713523000e-07, 8.2899999999999995e-08, 8.3299999999999998e-08             
    9,    6, 6.6964426564039584e-09, 1.0355241682181089e-06, 7.3599999999999997e-08, 7.1999999999999996e-08             
    9,    7,-3.8394523289825738e-07,-1.1127689411135730e-07, 5.7499999999999999e-08, 5.8299999999999999e-08             
    9,    8,-4.4728293474951740e-07,-3.2132863235735451e-07, 4.0399999999999998e-08, 4.0100000000000002e-08             
    9,    9, 6.0241422434894070e-07,-3.2968021129655801e-08, 2.0899999999999999e-08, 2.0599999999999999e-08             
   10,    0,-2.4409844491076931e-07, 0.0000000000000000e+00, 8.2300000000000002e-08, 0.0000000000000000e+00             
   10,    1, 4.5169210350723789e-07,-6.7175219510482815e-07, 8.2300000000000002e-08, 8.1899999999999999e-08             
   10,    2, 9.8939844718225522e-07, 6.2247723937738747e-07, 8.1800000000000005e-08, 8.2000000000000006e-08             
   10,    3, 9.1849422870784775e-07, 8.1750432926857735e-07, 8.1499999999999995e-08, 8.1600000000000003e-08             
   10,    4, 2.5121504452939799e-07, 8.0807658760771017e-07, 8.0999999999999997e-08, 8.1199999999999999e-08             
   10,    5,-4.8829815769131847e-07,-7.0309876851190729e-07, 8.0000000000000002e-08, 8.0099999999999996e-08             
   10,    6,-4.6929106056293971e-07, 8.7697027191199966e-08, 7.7900000000000003e-08, 7.7200000000000003e-08             
   10,    7, 1.4437212737880399e-07, 8.0226397126908859e-07, 7.1900000000000002e-08, 7.2400000000000000e-08             
   10,    8, 2.5694894085466768e-07,-1.0558322151442171e-06, 6.1999999999999999e-08, 6.1999999999999999e-08             
   10,    9, 2.5912516936144602e-07,-4.1832155680160221e-07, 4.6600000000000000e-08, 4.5900000000000001e-08             
   10,   10,-3.9560187631764201e-07,-2.3101213999238111e-07, 2.6600000000000000e-08, 2.5699999999999999e-08             
   11,    0,-4.5436570157772971e-07, 0.0000000000000000e+00, 7.1600000000000006e-08, 0.0000000000000000e+00             
   11,    1, 4.0228049390808170e-07,-4.2416174171616421e-07, 7.1999999999999996e-08, 7.1700000000000000e-08             
   11,    2, 5.3718091191475103e-07, 3.3130418155639178e-07, 7.1400000000000004e-08, 7.1400000000000004e-08             
   11,    3, 6.7634372639022924e-07, 8.0028925668466475e-07, 7.1299999999999997e-08, 7.1299999999999997e-08             
   11,    4,-6.1739165193088011e-07, 6.8976558988628377e-07, 7.0500000000000003e-08, 7.0799999999999999e-08             
   11,    5,-4.0005548009827209e-07,-3.8260107442275147e-07, 7.0000000000000005e-08, 7.0200000000000007e-08             
   11,    6,-1.5258484759400741e-07,-6.8642466315327294e-08, 6.9600000000000001e-08, 6.9399999999999999e-08             
   11,    7, 4.5114257565779978e-07, 2.3822267481477511e-07, 6.8799999999999994e-08, 6.8900000000000002e-08             
   11,    8, 7.1659266274301990e-08, 6.5324224868140931e-08, 6.6800000000000003e-08, 6.7000000000000004e-08             
   11,    9, 2.4188077791879459e-07,-1.0357210512826630e-07, 6.1900000000000005e-08, 6.1300000000000000e-08             
   11,   10,-4.0084694085322118e-08,-5.0899257806752842e-07, 5.0799999999999998e-08, 5.0099999999999999e-08             
   11,   11, 1.2567609111486310e-07, 1.3534636598408820e-07, 3.1000000000000000e-08, 3.0799999999999998e-08             
   12,    0,-3.9121780806741273e-07, 0.0000000000000000e+00, 6.2600000000000005e-08, 0.0000000000000000e+00             
   12,    1,-3.5940168741010009e-09,-1.8311452997488049e-07, 6.2200000000000001e-08, 6.2299999999999995e-08             
   12,    2, 5.0833203746341520e-08, 1.0909845173164139e-07, 6.2400000000000003e-08, 6.2699999999999999e-08             
   12,    3,-3.6276457700191577e-08, 3.5290570264994980e-07, 6.2299999999999995e-08, 6.2299999999999995e-08             
   12,    4,-5.4769784441727795e-07, 2.0880577381720449e-07, 6.2200000000000001e-08, 6.2400000000000003e-08             
   12,    5,-2.4609610206406699e-07, 8.3123487840181869e-08, 6.1900000000000005e-08, 6.1999999999999999e-08             
   12,    6, 2.0332189510227390e-07, 4.0966072492828862e-07, 6.1799999999999998e-08, 6.1500000000000001e-08             
   12,    7, 2.6034473164530869e-07,-1.8960126719117639e-07, 6.0899999999999996e-08, 6.1000000000000004e-08             
   12,    8,-1.4772929378172691e-07, 1.4149479191310590e-07, 6.0399999999999998e-08, 6.0500000000000006e-08             
   12,    9, 6.0572511535635420e-07, 3.5593751664823221e-08, 5.9900000000000000e-08, 5.9599999999999998e-08             
   12,   10, 2.5129920697056641e-07, 9.6923758197812657e-09, 5.8099999999999997e-08, 5.7800000000000001e-08             
   12,   11, 4.6440018620679562e-07, 9.6390188603006989e-08, 5.1399999999999997e-08, 5.1300000000000003e-08             
   12,   12, 4.2345444805226928e-07, 4.4391142735782643e-08, 3.4900000000000001e-08, 3.5199999999999998e-08             
   13,    0,-6.1857121535789524e-08, 0.0000000000000000e+00, 5.4700000000000000e-08, 0.0000000000000000e+00             
   13,    1,-1.2042437520446989e-07,-1.6779384825447549e-07, 5.5099999999999997e-08, 5.5000000000000003e-08             
   13,    2,-1.9768542607148921e-07,-1.9039747605410419e-08, 5.4800000000000001e-08, 5.4700000000000000e-08             
   13,    3,-2.8052842190824810e-07, 7.3428910193193293e-08, 5.4900000000000002e-08, 5.5000000000000003e-08             
   13,    4,-1.7173933546631750e-07,-1.0353975101090799e-07, 5.4599999999999999e-08, 5.4800000000000001e-08             
   13,    5,-3.7299223475500129e-07, 8.0833296551458850e-08, 5.4700000000000000e-08, 5.4800000000000001e-08             
   13,    6, 1.9822202673774921e-07, 3.4744340367438672e-07, 5.4599999999999999e-08, 5.4499999999999998e-08             
   13,    7, 1.2020363154066120e-07,-6.1232324399933898e-08, 5.4499999999999998e-08, 5.4499999999999998e-08             
